edgeR Analysis of Differential Expression Across Pseudotime,,,,,,
,logFC,logCPM,F,PValue,FDR,Cluster
FNTA,0.056178462,8.445905559,1274.142473,6.50E-270,1.27E-268,1
GANAB,0.05821543,8.350608977,1397.054474,3.14E-247,5.23E-246,1
HPCAL1,0.053108164,8.395138914,1126.174033,8.32E-232,1.24E-230,1
LNX2,0.045124823,8.149138344,1036.657382,3.46E-112,2.26E-111,1
RTN4,0.087537696,9.202239784,4059.338647,0,0,1
IGFBP2,0.067062445,8.967332068,1249.512048,6.65E-265,1.25E-263,1
MORN2,0.042665032,8.248969556,730.0384753,2.19E-115,1.46E-114,1
PIN1,0.049650393,8.483109001,1078.953988,4.94E-230,7.30E-229,1
DDI2,0.044366071,8.177396005,882.6452834,8.71E-111,5.63E-110,1
UBE2I,0.066849057,8.963811289,2444.978835,0,0,1
DERL1,0.062738606,8.411736958,1611.14692,1.77468379986176e-320,4.98882785888199e-319,1
M6PR,0.05643295,8.332893332,1294.826384,9.73E-229,1.42E-227,1
ZDHHC4,0.049866155,8.361112279,991.9103594,8.65E-182,9.23E-181,1
YKT6,0.053404918,8.292264341,1140.287596,6.54E-196,7.65E-195,1
PSMA1,0.06154965,8.981597618,1833.697407,0,0,1
TPM4,0.070338891,9.408103376,2740.233713,0,0,1
HNRNPR,0.063920859,8.516270089,1770.409377,0,0,1
RNF114,0.065651897,8.855321207,2021.741202,0,0,1
MTCH1,0.066146224,8.804000993,2271.2868,0,0,1
BCL2L1,0.078332128,8.605795288,2384.136405,0,0,1
LAPTM4B,0.072595217,8.523818205,2037.473826,0,0,1
SURF4,0.069977144,8.518711371,2189.946086,0,0,1
TRAPPC3,0.06004787,8.417485771,1559.372659,4.03E-301,9.85E-300,1
TSPAN8,0.083193984,10.80848461,2493.564432,0,0,1
MPZL1,0.062644039,8.386187575,1645.430953,1.75863872157368e-316,4.78875302602667e-315,1
MRPS6,0.061302817,8.661636161,1457.379547,5.44E-307,1.39E-305,1
SLC38A1,0.069333653,8.527029571,2039.079545,0,0,1
PLAGL2,0.049970863,8.256421155,884.3696363,2.32E-148,1.97E-147,1
RCN1,0.068456249,8.741309658,1799.733941,0,0,1
RMND5A,0.05681389,8.307616238,1238.89131,1.00E-214,1.32E-213,1
FKBP8,0.049768366,8.89945939,1381.609278,1.06E-291,2.42E-290,1
PLEKHB1,0.036858219,8.193930463,499.9534401,4.34E-74,2.09E-73,1
SUMO1,0.060579549,8.98624863,1976.992683,0,0,1
CLIC1,0.083891478,10.52898079,4308.821439,0,0,1
ETHE1,0.061463464,9.107026095,1666.1397,0,0,1
EPCAM,0.101102561,10.94617722,5521.452219,0,0,1
KRT18,0.08441397,12.26966595,4149.401776,0,0,1
CTSH,0.060532077,8.646266984,1376.757572,1.01E-290,2.29E-289,1
ORMDL1,0.049398811,8.364545396,1018.695935,1.72E-190,1.94E-189,1
FDFT1,0.079716616,8.720439522,1941.256947,0,0,1
PLEK2,0.060656443,8.402834121,1361.446788,1.27E-287,2.81E-286,1
PICALM,0.056352765,8.30910863,1261.80345,1.20E-214,1.59E-213,1
TMEM33,0.063203108,8.35671824,1609.401496,2.42E-303,6.01E-302,1
TESC,0.059370723,8.45871669,956.3650011,8.87E-205,1.10E-203,1
ADSL,0.047331188,8.263233492,854.0305495,2.66E-144,2.20E-143,1
NFKBIE,0.041324892,8.187641562,715.3088259,4.45E-98,2.61E-97,1
ATP6V0E1,0.072630234,9.306056563,3030.434884,0,0,1
REEP3,0.064434181,8.445657836,1580.155373,0,0,1
EIF4G2,0.067646708,9.259571851,2993.742708,0,0,1
OAZ2,0.047209987,8.265765872,906.6515124,4.38E-143,3.60E-142,1
RALA,0.073865198,8.653492903,2483.662072,0,0,1
TMED10,0.068719685,8.814480711,2416.357559,0,0,1
RCHY1,0.046133617,8.232298504,774.9931841,4.90E-132,3.70E-131,1
DYNLL1,0.069272929,10.00541259,3048.903151,0,0,1
CD46,0.076228419,8.865660094,2923.86053,0,0,1
CIB1,0.0686401,9.209567789,2696.321828,0,0,1
ITGB1BP1,0.05049475,8.428087315,1082.276258,1.21E-224,1.72E-223,1
RAB7A,0.081384391,8.788506079,3463.082624,0,0,1
JAK1,0.06738892,8.407310888,1833.00952,0,0,1
ATP6V1G1,0.063695309,9.353255881,2378.937842,0,0,1
ATP6V1F,0.053241263,9.112872979,1559.23224,0,0,1
AP1M2,0.059356662,8.563995238,1563.30247,0,0,1
NT5C2,0.048717013,8.197829483,1023.767048,6.57E-141,5.29E-140,1
CREB3,0.052593283,8.264168035,1102.292646,2.61E-186,2.86E-185,1
MAPRE1,0.064501057,8.638212676,1767.557793,0,0,1
MKRN1,0.059347411,8.543354922,1579.221933,0,0,1
MAPK13,0.06065424,8.500996695,1577.370669,0,0,1
MRPL18,0.076195577,8.76933611,2361.194645,0,0,1
YIPF3,0.068224892,8.544788039,2130.568821,0,0,1
ACLY,0.055062984,8.284787991,1129.136419,2.33E-201,2.83E-200,1
APP,0.080108238,8.977823563,3388.732727,0,0,1
TMEM50B,0.050336719,8.299374846,1011.658737,3.76E-173,3.78E-172,1
BMP7,0.056997604,8.198623677,1198.433006,3.09E-185,3.37E-184,1
PQLC3,0.049101462,8.189581831,1024.380215,1.60E-138,1.27E-137,1
UBE2J1,0.057042681,8.433289734,1314.013962,8.35E-274,1.69E-272,1
MYO1B,0.05226577,8.235204337,1095.735972,2.38E-167,2.31E-166,1
BUD31,0.060008598,8.868113972,1943.462026,0,0,1
SUCLG2,0.046756628,8.525226857,886.8009034,2.25E-190,2.53E-189,1
PODXL,0.051726356,8.164058144,1132.118541,3.64E-150,3.14E-149,1
SPINT1,0.081409117,8.847967457,3445.988774,0,0,1
COA3,0.050899219,8.75913534,1140.971261,9.52E-243,1.54E-241,1
PDZK1IP1,0.074257889,8.872150149,1689.778584,0,0,1
PEX13,0.046590546,8.20786152,940.8959124,1.91E-134,1.47E-133,1
BMP4,0.093970815,8.550957376,2196.124554,0,0,1
UBE2H,0.069082519,8.464722122,1889.344531,0,0,1
ARPC2,0.081866122,9.592695976,3992.685942,0,0,1
P4HB,0.073135678,9.416310509,3099.316036,0,0,1
ZFAND3,0.048534591,8.262079811,949.3633564,1.63E-153,1.44E-152,1
RNF128,0.060762477,8.285667499,1346.088678,5.07E-234,7.71E-233,1
CDS1,0.061226491,8.238793183,1500.505834,8.25E-233,1.24E-231,1
LDHA,0.081560653,10.41110995,2813.443236,0,0,1
LMAN2,0.071800222,8.865993523,2823.510372,0,0,1
RHOD,0.053832832,8.38139766,913.7864885,5.72E-196,6.70E-195,1
TMEM248,0.064274065,8.470292398,1843.280338,0,0,1
BCAP31,0.07950103,9.177538616,3291.181439,0,0,1
CD164,0.076482914,9.067932231,3253.349972,0,0,1
MFSD10,0.062124378,8.527289539,1671.718507,0,0,1
DDR1,0.067195292,8.55748524,1989.298047,0,0,1
EMC6,0.054212715,8.512376886,1308.572845,1.49E-263,2.77E-262,1
EMC8,0.049551269,8.348083141,965.0362264,4.40E-181,4.67E-180,1
POLR2F,0.051229055,8.939100004,1265.012432,4.67E-268,9.01E-267,1
ALCAM,0.042402938,8.202628466,680.2048737,4.25E-103,2.60E-102,1
MRPL43,0.053698891,8.575198781,1259.045003,7.64E-267,1.46E-265,1
C1orf43,0.062941459,8.885354752,1966.78112,0,0,1
SS18L2,0.045384196,8.465402175,863.1518001,3.29E-183,3.55E-182,1
WASF2,0.064086073,8.61542098,1812.921539,0,0,1
HNRNPDL,0.05938638,9.114572309,2151.118981,0,0,1
ARMC10,0.048343706,8.541040725,986.0607027,6.54E-211,8.45E-210,1
PSMB5,0.061214122,8.875811343,1722.843245,0,0,1
CHCHD3,0.058235369,8.478529437,1433.987119,2.82E-302,6.92E-301,1
PDCD2,0.054767965,8.565146407,1253.520265,1.02E-265,1.92E-264,1
CHID1,0.047149156,8.387655004,874.1872678,1.70E-168,1.66E-167,1
SERP1,0.062533114,9.520726654,2297.821562,0,0,1
ACTG1,0.082520391,11.86440466,3715.717148,0,0,1
NME1,0.057211746,9.044215957,1289.742561,4.39E-273,8.80E-272,1
NET1,0.065771577,8.70424225,2026.496199,0,0,1
PHACTR2,0.049772733,8.236384563,979.6594756,1.73E-154,1.54E-153,1
GRHPR,0.051751007,8.508384175,1143.955661,2.33E-243,3.78E-242,1
DCAF10,0.044177318,8.208630348,828.4597289,5.74E-116,3.85E-115,1
SLC25A3,0.07101628,9.959211963,2475.183329,0,0,1
FCGRT,0.061125933,9.126923511,1384.888541,2.30E-292,5.29E-291,1
TRMT112,0.053076369,9.291037586,1534.918117,1.43279037293961e-322,4.09580420402393e-321,1
PRDX4,0.06849286,9.047457369,1909.293692,0,0,1
PLEKHF2,0.045442554,8.267309263,771.885139,2.12E-129,1.58E-128,1
PLP2,0.058665741,9.550090299,1638.493213,0,0,1
SSU72,0.061468538,8.895569603,1978.055668,0,0,1
MAF1,0.055911045,8.644472029,1448.078648,4.07E-305,1.02E-303,1
DAP3,0.052571098,8.474665925,1166.77641,5.01E-248,8.39E-247,1
ANAPC16,0.05248918,9.059308471,1506.154051,8.40062238545536e-317,2.29467315413145e-315,1
HYAL2,0.055133065,8.270565633,1213.161574,7.72E-196,9.02E-195,1
NONO,0.05374623,8.773970604,1420.807362,1.28E-299,3.11E-298,1
SNRPB,0.066742073,9.657957991,2042.243573,0,0,1
EMD,0.045918276,8.417595818,845.941501,9.07E-165,8.67E-164,1
STAP2,0.054754651,8.518632809,1294.9825,3.79E-274,7.68E-273,1
YWHAG,0.062262683,8.550327631,1761.899019,0,0,1
PPHLN1,0.055556741,8.361746313,1258.860535,1.54E-247,2.57E-246,1
AKR1A1,0.056055457,8.619920974,1410.499766,1.54E-297,3.68E-296,1
DYRK2,0.046712837,8.276194258,867.6519379,9.49E-142,7.70E-141,1
MRPL14,0.064390487,9.033492747,2138.819814,0,0,1
AGO2,0.055693107,8.38995842,1183.689427,6.25E-240,9.87E-239,1
ERGIC3,0.062646385,9.434502517,1912.922834,0,0,1
ESRP1,0.050128714,8.400093748,1039.2335,4.40E-200,5.25E-199,1
MRPL37,0.051216092,8.466200879,1069.923696,6.80E-217,9.09E-216,1
CORO2A,0.050407913,8.203674162,1043.16021,6.50E-153,5.71E-152,1
CCL20,0.082645407,9.981003531,1160.969958,7.71E-247,1.28E-245,1
PRMT5,0.045515339,8.196422115,894.9165071,9.90E-122,6.92E-121,1
NDUFA10,0.053176714,8.653298093,1240.822234,3.91E-263,7.26E-262,1
CLNS1A,0.05180232,8.727074659,1174.532784,1.30E-249,2.20E-248,1
DPCD,0.046567568,8.335017319,844.9977902,7.85E-156,7.07E-155,1
EREG,0.067376473,9.077693952,1057.634201,1.19E-225,1.70E-224,1
TMEM147,0.054678942,8.949248891,1471.724386,7.03925890113827e-310,1.83436047704762e-308,1
RAB11FIP1,0.066362931,9.148492729,1977.130823,0,0,1
SLC16A1,0.049985927,8.237856189,945.8241938,1.58E-164,1.51E-163,1
CCNI,0.063698862,9.425051698,1988.510549,0,0,1
SMIM20,0.043201351,8.41962106,750.9326631,1.06E-140,8.53E-140,1
TPST2,0.03821154,8.174667337,649.1993884,9.85E-78,4.89E-77,1
ERGIC1,0.052854886,8.390203489,1110.428246,8.51E-207,1.07E-205,1
ADNP,0.046727838,8.289651936,839.7649603,5.21E-138,4.12E-137,1
NT5E,0.045244567,8.256017154,618.8043049,1.04E-127,7.60E-127,1
UBE2R2,0.070485722,8.478252947,2081.791927,0,0,1
SNTB1,0.047637658,8.156975483,1037.967213,5.28E-125,3.80E-124,1
WIPI2,0.056113148,8.417735154,1343.177488,2.02E-263,3.75E-262,1
ATP1B1,0.091235456,9.56786844,3313.44356,0,0,1
PSMF1,0.057648126,8.586295224,1319.106946,4.81E-279,1.00E-277,1
GDE1,0.065636794,8.509935573,1859.133183,0,0,1
NFIB,0.052970053,8.33286845,1037.118472,7.53E-209,9.59E-208,1
AK2,0.059536487,8.584312083,1583.951825,0,0,1
CREG1,0.044257465,8.41030444,766.9870345,5.81E-152,5.07E-151,1
MRPL20,0.063475547,8.902907956,2071.499149,0,0,1
RPIA,0.0508919,8.463026279,1006.822474,3.42E-215,4.52E-214,1
CDK5,0.039986821,8.188941495,698.0031594,2.78E-90,1.53E-89,1
UBE3A,0.058211638,8.336980801,1404.473245,1.50E-265,2.83E-264,1
TNFRSF1A,0.052846629,8.373814124,1103.012371,4.73E-231,7.04E-230,1
AKIRIN1,0.058795294,8.337313225,1347.364583,1.36E-242,2.19E-241,1
GCLM,0.04876455,8.187985177,977.0595694,6.86E-136,5.33E-135,1
GID8,0.05090324,8.622354813,1220.951775,4.37E-259,7.89E-258,1
FAM213A,0.056048188,8.563442261,1342.166898,1.02E-283,2.18E-282,1
MAP2K1,0.052345491,8.226499363,1169.017263,1.53E-171,1.52E-170,1
PRELID1,0.064982812,9.505681251,2204.60644,0,0,1
JTB,0.065130831,9.271979258,2328.809201,0,0,1
GRSF1,0.067033694,8.569787576,1769.598822,0,0,1
CMTM8,0.060753941,8.373432183,1461.860196,8.57E-289,1.91E-287,1
BLOC1S2,0.043863602,8.282703308,743.9726519,9.98E-127,7.26E-126,1
SMS,0.054682895,8.898263835,1451.23587,9.40E-306,2.38E-304,1
TMEM123,0.068923235,9.151360225,2455.74039,0,0,1
EI24,0.062123541,8.727468824,1795.647882,0,0,1
LSM4,0.057942608,9.162515396,1742.442161,0,0,1
PRR13,0.058343528,9.359931772,1847.817728,0,0,1
SSR2,0.065352798,9.149345526,2454.124283,0,0,1
NOX1,0.060049221,8.318634038,1049.225681,6.35E-224,8.99E-223,1
FAM210B,0.049657434,8.403518739,944.7327269,3.61E-191,4.09E-190,1
ZPR1,0.053194164,8.37248535,1122.932144,2.97E-209,3.80E-208,1
ZDHHC9,0.058772117,8.353542405,1320.764432,1.10E-240,1.75E-239,1
HSPH1,0.089527706,9.154838946,2725.217886,0,0,1
NUDCD2,0.048558377,8.458087643,983.1853328,1.83E-203,2.25E-202,1
NPTN,0.055466627,8.238102329,1224.599365,1.96E-193,2.25E-192,1
VDAC2,0.068439175,9.578113858,2387.044766,0,0,1
TRIP6,0.050895566,8.451853276,980.202231,1.06E-209,1.36E-208,1
FUNDC2,0.050642235,8.527487747,1024.008167,9.84E-219,1.34E-217,1
ZDHHC12,0.05591921,8.523831055,1365.347655,2.06E-288,4.58E-287,1
PLPP2,0.077448472,9.01622769,3012.261506,0,0,1
LITAF,0.063700603,8.582846036,1625.068761,0,0,1
TEX264,0.059118147,8.461689337,1483.0355,1.24E-296,2.94E-295,1
STK24,0.061435887,8.550375059,1599.229663,0,0,1
PRELID3B,0.067665102,8.964300532,2093.03487,0,0,1
CYB561D2,0.045967215,8.187890018,922.8743132,3.36E-122,2.36E-121,1
TMEM219,0.053909819,8.910907332,1565.553935,0,0,1
PDXK,0.068030708,8.726330293,1872.498017,0,0,1
G3BP2,0.058388771,8.441302727,1284.622107,4.82E-272,9.58E-271,1
EIF6,0.072613573,9.508595017,2329.247341,0,0,1
KIAA2013,0.048488433,8.299402525,928.3641498,4.67E-151,4.06E-150,1
HMGA1,0.059770825,9.887436225,1475.97472,9.8221220392347e-311,2.56982608655037e-309,1
CSNK2A1,0.052668796,8.414328309,1101.695737,1.93E-232,2.90E-231,1
DNAJB9,0.050068349,8.277917584,844.6967333,1.84E-169,1.81E-168,1
RCE1,0.045978748,8.20848906,911.9604001,6.36E-124,4.53E-123,1
IDH3B,0.054567887,8.563496363,1178.932276,1.64E-250,2.78E-249,1
MOB2,0.051120089,8.270200533,1077.041721,1.60E-170,1.59E-169,1
OCIAD2,0.073092622,9.507633726,2708.207701,0,0,1
LAMTOR1,0.063983267,8.79175627,1957.58245,0,0,1
HMGN1,0.056513453,9.563645751,1832.672808,0,0,1
SLC44A3,0.051644369,8.255882772,981.2802582,5.75E-155,5.14E-154,1
METTL23,0.043774315,8.281702923,764.4712639,3.26E-131,2.45E-130,1
MAPK1,0.052402039,8.254814683,1142.597556,6.60E-177,6.84E-176,1
RBM8A,0.059926593,8.878819999,1869.126164,0,0,1
RB1CC1,0.057375078,8.343702275,1271.047015,1.87E-237,2.91E-236,1
BACE2,0.072442117,8.65435727,2070.288468,0,0,1
ARF5,0.055387586,8.662303232,1414.134202,2.85E-298,6.84E-297,1
PUM1,0.06029839,8.367437193,1486.216511,5.19E-284,1.11E-282,1
GAL,0.043029575,8.345794011,502.7791602,6.90E-110,4.43E-109,1
CLCN3,0.061117985,8.33235708,1427.264899,3.11E-268,6.01E-267,1
SDC1,0.073276174,8.540907851,2139.557634,0,0,1
PAPOLA,0.056392183,8.88270622,1665.559771,0,0,1
IL18,0.052080268,8.457432454,891.9709037,1.90E-191,2.16E-190,1
NBL1,0.068575112,8.822336876,1923.888032,0,0,1
CDIPT,0.05746149,8.315399462,1305.195786,1.14E-222,1.60E-221,1
BCLAF1,0.055351717,8.477039301,1346.499372,1.35E-284,2.91E-283,1
CASC4,0.054182057,8.271039894,1161.362358,4.26E-185,4.63E-184,1
TMCC3,0.036476162,8.16184436,558.0095289,2.85E-71,1.33E-70,1
CSNK2B,0.054641485,8.941868948,1555.288566,0,0,1
SYNGR2,0.082084499,9.065168538,3041.531629,0,0,1
DUSP4,0.06430193,8.323382869,1210.459273,6.03E-257,1.07E-255,1
BID,0.060535268,8.640377144,1587.015308,0,0,1
ARRDC1,0.059749699,8.494680548,1599.619245,0,0,1
PTBP1,0.055712172,8.669280313,1596.348451,0,0,1
TXNRD1,0.059112825,8.404307931,1251.883762,2.19E-265,4.13E-264,1
CERS6,0.059651783,8.453867654,1355.987039,1.56E-283,3.34E-282,1
SRP19,0.054318884,8.397370604,1203.403122,1.47E-229,2.16E-228,1
GLG1,0.061641565,8.376993932,1539.457033,5.66E-287,1.24E-285,1
CRB3,0.059308277,8.494158082,1466.375946,8.39631317655164e-309,2.18E-307,1
SRSF9,0.071429685,9.070802492,2622.793856,0,0,1
SMAGP,0.06044772,8.673032179,1664.161868,0,0,1
RAD23B,0.05853429,8.584103657,1505.218021,1.29530430474971e-316,3.5344853296362e-315,1
PARM1,0.051138166,8.207503236,963.1963713,1.16E-159,1.07E-158,1
LRRC58,0.04604547,8.244839475,862.1036314,2.90E-132,2.19E-131,1
RAC1,0.083226091,10.4750424,3886.154627,0,0,1
YPEL5,0.050717264,8.527131591,975.9404612,8.02E-209,1.02E-207,1
IRF6,0.054954596,8.306227405,1176.835758,1.21E-203,1.48E-202,1
UBE2D2,0.06042208,8.819466697,1866.824093,0,0,1
METTL9,0.054533542,8.583765411,1358.826699,4.31E-287,9.49E-286,1
BFAR,0.0509351,8.36188311,1032.667157,1.98E-190,2.23E-189,1
ITPA,0.058529478,8.659397324,1367.37127,8.04E-289,1.79E-287,1
CTDSPL,0.040565865,8.185313512,698.2030513,4.73E-90,2.60E-89,1
HNRNPA0,0.059967898,8.945822391,1963.515279,0,0,1
DNPEP,0.057073901,8.524860942,1480.171891,1.40527864308874e-311,3.71024885108908e-310,1
NSMCE4A,0.045744528,8.292943594,833.4110417,2.90E-149,2.49E-148,1
UBE2D3,0.063925106,9.118073094,2416.889475,0,0,1
TM2D3,0.046041892,8.221522794,874.541861,9.50E-129,7.01E-128,1
RNASET2,0.071027346,9.103383287,2141.578837,0,0,1
SYS1,0.043737541,8.29442932,742.9016099,7.97E-124,5.68E-123,1
NELFCD,0.057499615,8.495881038,1346.781251,1.18E-284,2.56E-283,1
C12orf49,0.049788771,8.282676898,952.8443565,9.43E-153,8.28E-152,1
UBE2E3,0.054218528,8.410160597,1153.523807,7.98E-234,1.21E-232,1
FAM83H,0.054966314,8.334608618,1169.3834,1.53E-207,1.93E-206,1
SLC39A6,0.039491354,8.180562453,652.2900122,1.02E-82,5.30E-82,1
CNPY2,0.056714655,8.821356829,1600.115932,0,0,1
AP1S1,0.064359393,8.8039434,1721.007887,0,0,1
COMMD7,0.057162005,8.504386992,1275.992376,2.73E-270,5.37E-269,1
HM13,0.065989985,8.744904951,1892.683353,0,0,1
MYC,0.070076613,9.147241254,1603.132491,0,0,1
PITX1,0.061231121,8.414520444,1220.547817,5.29E-259,9.53E-258,1
YWHAZ,0.079203704,9.878694445,3770.001927,0,0,1
AVL9,0.051713345,8.278554517,1081.21344,3.78E-175,3.85E-174,1
SLC9A3R1,0.062717657,8.467811343,1551.144202,0,0,1
KHDRBS1,0.062527898,8.743452266,1873.212994,0,0,1
SLC39A9,0.041749643,8.168560756,815.2152174,5.15E-96,2.97E-95,1
IDH2,0.069323021,8.878471972,1867.796229,0,0,1
LCMT1,0.038824543,8.350162042,612.3367525,4.41E-103,2.69E-102,1
SF3B2,0.059284806,8.664556948,1809.612707,0,0,1
AGR2,0.085879992,10.36217088,2448.542499,0,0,1
HSD17B11,0.059748515,8.683685792,1455.156792,1.53E-306,3.89E-305,1
DGUOK,0.056147777,8.699771063,1594.251301,0,0,1
TMEM109,0.05612465,8.20880093,1333.844672,2.01E-186,2.21E-185,1
MED13,0.053538705,8.278815196,1105.721273,1.50E-192,1.72E-191,1
AIG1,0.049445133,8.367492201,923.5497144,1.11E-191,1.26E-190,1
MPC2,0.065588394,9.019614292,1877.685376,0,0,1
TIMM17B,0.052728851,8.56259154,1263.382144,1.00E-267,1.93E-266,1
PARK7,0.067231129,9.249919445,2423.733873,0,0,1
PCBP1,0.070307955,9.087630579,3109.161498,0,0,1
CRK,0.054385537,8.323723471,1177.08552,6.47E-207,8.14E-206,1
SVBP,0.038463903,8.257966968,602.0949908,6.87E-91,3.80E-90,1
GNB2,0.068304948,9.012967542,2667.300429,0,0,1
NUTF2,0.049604573,8.773151224,1234.074521,9.26E-262,1.70E-260,1
SARAF,0.06500778,8.713571276,1987.482423,0,0,1
AATF,0.051671514,8.295543821,1092.037955,3.58E-187,3.95E-186,1
PIGP,0.042958556,8.443971192,753.4165154,1.39E-159,1.29E-158,1
CASP7,0.047245066,8.226806856,914.4961986,2.07E-137,1.63E-136,1
ABCE1,0.049486277,8.316329092,964.5467523,3.64E-172,3.64E-171,1
DESI2,0.054656598,8.265497402,1185.242618,1.05E-198,1.25E-197,1
CHTF8,0.046840696,8.223874057,923.710546,3.01E-132,2.27E-131,1
ATRAID,0.066072579,8.786891446,2227.131166,0,0,1
VGLL4,0.058628155,8.326936333,1376.762542,1.36E-250,2.31E-249,1
GDI2,0.056516153,8.996420582,1634.849264,0,0,1
NAA20,0.065622057,8.775899577,1869.191097,0,0,1
POLDIP2,0.051410514,8.425237589,1117.157538,3.24E-225,4.64E-224,1
UBALD2,0.048797815,8.459948791,969.1149799,2.06E-207,2.60E-206,1
CCT2,0.073539579,8.862191003,2522.947711,0,0,1
LYPLA1,0.066308719,8.764026988,2023.020146,0,0,1
ENO1,0.077065086,9.830122023,3019.935158,0,0,1
PPP1R2,0.054047427,8.46851484,1264.737193,5.31E-268,1.02E-266,1
SLC35A1,0.04997001,8.169046775,1182.84616,2.07E-143,1.70E-142,1
STAU1,0.064524482,8.735904066,2023.353078,0,0,1
UBQLN1,0.058508872,8.364748151,1434.871035,3.85E-268,7.45E-267,1
SYPL1,0.075903209,8.733320125,2869.599484,0,0,1
NOL10,0.048750304,8.209948889,1013.737151,1.19E-141,9.62E-141,1
LPCAT2,0.047694648,8.183763247,945.6877528,1.01E-127,7.38E-127,1
ERP29,0.061221765,9.011187631,2136.930786,0,0,1
DDT,0.053429361,9.22385945,1603.766174,0,0,1
KDSR,0.051818233,8.277406232,1068.812333,1.12E-169,1.10E-168,1
NSDHL,0.049788201,8.197824291,1031.237918,2.18E-143,1.79E-142,1
CLTA,0.062630222,9.481819188,2093.231022,0,0,1
SNRPD1,0.049815711,8.935693302,1225.667217,4.78E-260,8.70E-259,1
HSD17B10,0.061062951,8.784444268,1672.6206,0,0,1
MTFR1,0.040915931,8.224361611,684.5745303,9.33E-102,5.64E-101,1
MRPL9,0.053867845,8.445665822,1227.405373,2.12E-260,3.86E-259,1
EBNA1BP2,0.063062196,8.583297105,1601.650828,0,0,1
GOT2,0.050940215,8.340514037,1030.441472,6.32E-190,7.09E-189,1
TFPI,0.034794901,8.189280507,438.7236379,1.95E-69,8.99E-69,1
MDH2,0.070098168,9.327891698,2524.503953,0,0,1
CLTC,0.066392378,8.469994936,1844.540575,0,0,1
CEMIP,0.063596306,8.203389204,1434.876939,1.54E-238,2.40E-237,1
SLC5A6,0.053693742,8.218784363,1145.853593,3.05E-182,3.27E-181,1
HMGCR,0.057086234,8.244353596,1138.808997,6.82E-201,8.22E-200,1
TOR1A,0.049565937,8.187855739,1122.668746,2.50E-142,2.04E-141,1
KRT6B,0.058457445,8.358268318,682.8102241,7.88E-148,6.68E-147,1
TMEM97,0.045833099,8.302128257,748.1797097,5.04E-147,4.25E-146,1
PSMB7,0.066430244,8.978316562,2386.133935,0,0,1
METTL5,0.05783527,8.674554649,1605.781502,0,0,1
FGFR1OP2,0.0492928,8.270342726,978.816297,3.03E-157,2.76E-156,1
AQP5,0.043899166,8.247862823,413.7269808,5.61E-91,3.11E-90,1
GUCD1,0.048848242,8.237520234,984.4539806,9.20E-145,7.65E-144,1
SF3B6,0.062853444,9.383260731,2362.302821,0,0,1
ACP1,0.058859975,8.981457122,1869.315302,0,0,1
SLC52A2,0.070013167,8.69324529,2088.854989,0,0,1
CLPP,0.05185577,8.520670657,1206.184796,4.49E-256,7.93E-255,1
PMVK,0.047888089,8.386402985,948.1699609,1.30E-189,1.45E-188,1
LRIF1,0.053905127,8.17693208,1256.117778,2.63E-174,2.67E-173,1
HSPA8,0.078555802,10.09948171,3004.810247,0,0,1
KRTCAP3,0.055727984,8.687073334,1347.554546,8.25E-285,1.79E-283,1
MIEN1,0.057277016,8.722274405,1631.062727,0,0,1
SRP72,0.066973165,8.608424708,1720.667189,0,0,1
MANBAL,0.06020868,8.420400245,1493.150563,2.47E-296,5.83E-295,1
SEMA5A,0.052288673,8.164572784,1216.320019,5.62E-157,5.11E-156,1
TMED2,0.067197964,9.13179728,2239.673128,0,0,1
TXNL4A,0.050464293,8.465668818,1057.651275,3.63E-225,5.19E-224,1
VSNL1,0.051635973,8.3686386,770.4081317,3.71E-166,3.57E-165,1
PTGES,0.038114324,8.169491057,542.6015638,5.64E-82,2.91E-81,1
SEC11A,0.056101458,8.957250056,1572.798773,0,0,1
DDB1,0.053019078,8.35410555,1157.491024,5.15E-207,6.48E-206,1
RNF7,0.061894217,8.934609692,2096.829937,0,0,1
CYB561,0.055231129,8.269168848,1223.084237,2.36E-200,2.82E-199,1
SNRPE,0.055190973,9.407460653,1611.541206,0,0,1
PEBP1,0.067235756,9.533697939,2189.658363,0,0,1
STOML2,0.057805521,8.958755245,1617.900231,0,0,1
TRABD2A,0.056811561,8.366277135,1160.946407,7.80E-247,1.29E-245,1
DFFA,0.046574413,8.249653232,873.8096775,3.08E-135,2.38E-134,1
PYCR1,0.056838255,8.482271054,1258.239498,1.11E-266,2.13E-265,1
KXD1,0.046124028,8.464625101,932.0096056,6.39E-188,7.09E-187,1
