Table of FindAllMarkers Function Output: Gene Expression Differential Analysis Results,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
IGHA12,2.37E-90,0.662810407,0.522,0.461,7.42E-86,Enterocytes,IGHA1
DHRS31,3.10E-90,0.766862167,0.343,0.28,9.71E-86,Enterocytes,DHRS3
GFER,3.97E-90,0.796128166,0.365,0.314,1.24E-85,Enterocytes,GFER
COX6B1,5.31E-90,0.351539362,0.828,0.866,1.66E-85,Enterocytes,COX6B1
UGDH,3.18E-89,0.750711713,0.407,0.362,9.95E-85,Enterocytes,UGDH
ANXA41,6.48E-89,0.577853784,0.577,0.605,2.03E-84,Enterocytes,ANXA4
PKP31,1.20E-87,0.702951808,0.541,0.567,3.75E-83,Enterocytes,PKP3
CTSS2,9.49E-87,0.681405727,0.502,0.492,2.97E-82,Enterocytes,CTSS
GSKIP1,5.64E-84,0.738584149,0.376,0.33,1.77E-79,Enterocytes,GSKIP
UACA1,1.64E-83,0.759294248,0.331,0.264,5.13E-79,Enterocytes,UACA
ARHGEF162,3.11E-83,0.636555137,0.309,0.238,9.74E-79,Enterocytes,ARHGEF16
GALNT121,3.16E-83,0.57332281,0.311,0.234,9.89E-79,Enterocytes,GALNT12
MCRIP22,6.23E-83,0.44282876,0.321,0.229,1.95E-78,Enterocytes,MCRIP2
RASSF73,2.94E-82,0.649357129,0.479,0.462,9.22E-78,Enterocytes,RASSF7
ALKBH71,5.51E-82,0.575362954,0.603,0.665,1.73E-77,Enterocytes,ALKBH7
AKR1C31,1.09E-81,0.794413397,0.374,0.316,3.41E-77,Enterocytes,AKR1C3
WSB13,1.66E-81,0.591344814,0.556,0.566,5.21E-77,Enterocytes,WSB1
OGA1,2.35E-81,0.450523405,0.298,0.209,7.35E-77,Enterocytes,OGA
EGLN3,7.52E-81,0.675472511,0.271,0.196,2.36E-76,Enterocytes,EGLN3
TMEM176B2,8.05E-81,0.504104593,0.599,0.609,2.52E-76,Enterocytes,TMEM176B
TSC22D1,1.01E-80,0.590123745,0.614,0.643,3.15E-76,Enterocytes,TSC22D1
PRKACB,4.52E-80,0.586889527,0.266,0.191,1.42E-75,Enterocytes,PRKACB
WDR1,1.48E-79,0.693197264,0.517,0.541,4.65E-75,Enterocytes,WDR1
NCOR12,6.33E-79,0.6716189,0.52,0.534,1.98E-74,Enterocytes,NCOR1
LRP1,6.85E-79,0.658903976,0.267,0.196,2.15E-74,Enterocytes,LRP1
RRAS,7.00E-79,0.742580044,0.351,0.297,2.19E-74,Enterocytes,RRAS
AC103702.21,8.25E-79,0.329233586,0.377,0.276,2.59E-74,Enterocytes,AC103702.2
ACOX12,1.32E-78,0.730180872,0.314,0.252,4.13E-74,Enterocytes,ACOX1
SCAMP22,3.03E-77,0.704216923,0.388,0.347,9.49E-73,Enterocytes,SCAMP2
ABHD17C2,1.64E-75,0.765623791,0.383,0.348,5.13E-71,Enterocytes,ABHD17C
JUP1,1.19E-74,0.633747567,0.567,0.603,3.74E-70,Enterocytes,JUP
TAPBP3,1.24E-74,0.680498795,0.561,0.605,3.88E-70,Enterocytes,TAPBP
PTP4A11,1.57E-74,0.706788588,0.521,0.554,4.92E-70,Enterocytes,PTP4A1
PIP5K1B,2.82E-74,0.632434263,0.294,0.23,8.83E-70,Enterocytes,PIP5K1B
ATP2B1,6.27E-74,0.806544871,0.41,0.392,1.97E-69,Enterocytes,ATP2B1
A1CF1,3.05E-72,0.544355569,0.255,0.183,9.56E-68,Enterocytes,A1CF
DDX52,3.66E-72,0.372576853,0.74,0.803,1.15E-67,Enterocytes,DDX5
MTMR111,7.44E-72,0.620539826,0.318,0.254,2.33E-67,Enterocytes,MTMR11
MDK2,1.69E-71,0.981279525,0.549,0.568,5.28E-67,Enterocytes,MDK
BCAS12,2.29E-71,0.379924998,0.263,0.182,7.17E-67,Enterocytes,BCAS1
SEM11,2.44E-71,0.308575086,0.427,0.315,7.66E-67,Enterocytes,SEM1
HES11,3.58E-71,0.476216584,0.612,0.6,1.12E-66,Enterocytes,HES1
PLIN3,8.10E-71,0.887290953,0.388,0.365,2.54E-66,Enterocytes,PLIN3
MMP15,1.61E-70,0.648047276,0.288,0.228,5.04E-66,Enterocytes,MMP15
VPS4B2,3.63E-70,0.669003554,0.38,0.34,1.14E-65,Enterocytes,VPS4B
TMEM176A2,1.19E-69,0.558493946,0.533,0.53,3.73E-65,Enterocytes,TMEM176A
CDC421,6.47E-69,0.530238126,0.607,0.67,2.03E-64,Enterocytes,CDC42
PJA21,1.20E-68,0.568207582,0.304,0.239,3.77E-64,Enterocytes,PJA2
KCNK61,2.31E-68,0.646837404,0.339,0.283,7.25E-64,Enterocytes,KCNK6
RPS6KA1,4.16E-68,0.634430503,0.294,0.236,1.30E-63,Enterocytes,RPS6KA1
MYO1C2,6.11E-68,0.638125023,0.385,0.341,1.91E-63,Enterocytes,MYO1C
LASP12,1.94E-67,0.726134273,0.45,0.455,6.09E-63,Enterocytes,LASP1
CPEB41,5.47E-67,0.538583531,0.251,0.183,1.71E-62,Enterocytes,CPEB4
TYMP,2.70E-66,0.677698392,0.37,0.309,8.46E-62,Enterocytes,TYMP
ARPC21,8.89E-66,0.360036204,0.676,0.74,2.78E-61,Enterocytes,ARPC2
PHYKPL1,1.25E-65,0.550681482,0.292,0.227,3.91E-61,Enterocytes,PHYKPL
BAIAP2L21,1.30E-65,0.554451294,0.279,0.214,4.07E-61,Enterocytes,BAIAP2L2
PIGZ1,5.24E-65,0.580787709,0.264,0.197,1.64E-60,Enterocytes,PIGZ
AHNAK1,1.53E-64,0.267787469,0.228,0.387,4.80E-60,Enterocytes,AHNAK
NT5C2,9.90E-64,0.663607016,0.259,0.201,3.10E-59,Enterocytes,NT5C2
INSR3,1.29E-63,0.594447953,0.371,0.323,4.05E-59,Enterocytes,INSR
MGAT4A1,2.09E-63,0.649489957,0.279,0.222,6.56E-59,Enterocytes,MGAT4A
FOSL21,2.35E-63,0.742470955,0.383,0.357,7.37E-59,Enterocytes,FOSL2
NABP11,4.46E-63,0.705040156,0.266,0.205,1.40E-58,Enterocytes,NABP1
DSP2,6.11E-63,0.483171411,0.598,0.626,1.91E-58,Enterocytes,DSP
TGOLN2,1.80E-62,0.604205895,0.506,0.525,5.63E-58,Enterocytes,TGOLN2
TRPM41,2.04E-62,0.617767149,0.374,0.321,6.41E-58,Enterocytes,TRPM4
CTTNBP2NL1,2.04E-61,0.576059266,0.287,0.227,6.39E-57,Enterocytes,CTTNBP2NL
COBL,6.28E-61,0.631954993,0.276,0.219,1.97E-56,Enterocytes,COBL
ACSS21,6.48E-61,0.582010524,0.371,0.326,2.03E-56,Enterocytes,ACSS2
PRKCD1,2.46E-60,0.54789259,0.25,0.19,7.70E-56,Enterocytes,PRKCD
LAMA31,4.37E-60,0.801783449,0.325,0.275,1.37E-55,Enterocytes,LAMA3
ATP5PO1,8.89E-60,0.323696939,0.357,0.262,2.79E-55,Enterocytes,ATP5PO
TXNDC17,9.17E-60,0.553866123,0.574,0.649,2.87E-55,Enterocytes,TXNDC17
GHITM,2.28E-59,0.582726587,0.531,0.581,7.15E-55,Enterocytes,GHITM
MBNL12,3.44E-59,0.669501823,0.405,0.389,1.08E-54,Enterocytes,MBNL1
SLC25A24,9.38E-59,0.671633003,0.337,0.297,2.94E-54,Enterocytes,SLC25A24
MAP1LC3B2,1.44E-58,0.594344608,0.537,0.581,4.52E-54,Enterocytes,MAP1LC3B
LITAF1,1.77E-58,0.756152925,0.462,0.484,5.55E-54,Enterocytes,LITAF
ATP5F1C,1.43E-57,0.310002941,0.382,0.286,4.47E-53,Enterocytes,ATP5F1C
GBA21,7.15E-57,0.529151617,0.258,0.198,2.24E-52,Enterocytes,GBA2
TPM3,2.54E-56,0.443986415,0.628,0.704,7.95E-52,Enterocytes,TPM3
PTK61,6.00E-56,0.59927676,0.331,0.284,1.88E-51,Enterocytes,PTK6
RALGPS21,8.82E-56,0.6036581,0.262,0.205,2.76E-51,Enterocytes,RALGPS2
WIPF21,6.04E-55,0.695489889,0.332,0.297,1.89E-50,Enterocytes,WIPF2
H2AFJ1,8.39E-55,0.431986795,0.658,0.725,2.63E-50,Enterocytes,H2AFJ
MIER11,9.54E-54,0.629016484,0.316,0.274,2.99E-49,Enterocytes,MIER1
PMM12,2.18E-53,0.57871418,0.285,0.235,6.83E-49,Enterocytes,PMM1
POF1B1,6.17E-53,0.615148745,0.402,0.38,1.93E-48,Enterocytes,POF1B
CDX11,7.57E-53,0.554616365,0.52,0.539,2.37E-48,Enterocytes,CDX1
MARK2,1.61E-52,0.651559382,0.314,0.275,5.03E-48,Enterocytes,MARK2
NDRG1,4.02E-52,0.66553701,0.409,0.384,1.26E-47,Enterocytes,NDRG1
GAK2,4.37E-52,0.61534787,0.367,0.337,1.37E-47,Enterocytes,GAK
AES2,6.18E-52,0.58365301,0.546,0.608,1.94E-47,Enterocytes,AES
PPARG1,6.44E-52,0.665792244,0.308,0.267,2.02E-47,Enterocytes,PPARG
SH3BGRL22,2.00E-51,0.603620603,0.358,0.328,6.26E-47,Enterocytes,SH3BGRL2
PARP141,1.16E-50,0.737645854,0.318,0.275,3.63E-46,Enterocytes,PARP14
TMEM184A1,1.98E-50,0.537420698,0.258,0.205,6.21E-46,Enterocytes,TMEM184A
FKBP22,8.61E-50,0.488058043,0.609,0.698,2.70E-45,Enterocytes,FKBP2
ID11,1.52E-49,0.289709493,0.648,0.642,4.76E-45,Enterocytes,ID1
CALM1,1.73E-49,0.32628032,0.717,0.783,5.43E-45,Enterocytes,CALM1
HMGCS22,5.85E-49,0.639851275,0.307,0.246,1.83E-44,Enterocytes,HMGCS2
CD1641,8.18E-49,0.488822155,0.592,0.667,2.56E-44,Enterocytes,CD164
PCBP11,1.47E-48,0.500884943,0.611,0.7,4.61E-44,Enterocytes,PCBP1
UBR21,8.59E-48,0.560080779,0.267,0.215,2.69E-43,Enterocytes,UBR2
ABCC31,3.97E-47,0.631015571,0.442,0.446,1.24E-42,Enterocytes,ABCC3
CCDC1863,6.06E-47,0.594956956,0.41,0.402,1.90E-42,Enterocytes,CCDC186
CHMP1A,7.17E-47,0.690112386,0.371,0.365,2.25E-42,Enterocytes,CHMP1A
STK24,7.46E-47,0.695984074,0.439,0.46,2.34E-42,Enterocytes,STK24
FTH11,1.34E-46,0.508821611,0.878,0.886,4.19E-42,Enterocytes,FTH1
MTUS11,6.55E-46,0.555673265,0.301,0.254,2.05E-41,Enterocytes,MTUS1
IRF7,6.95E-46,0.647444587,0.261,0.214,2.18E-41,Enterocytes,IRF7
IFNGR1,1.96E-45,0.663681433,0.329,0.303,6.15E-41,Enterocytes,IFNGR1
IL17RE,2.91E-45,0.628268569,0.275,0.234,9.11E-41,Enterocytes,IL17RE
UBALD2,1.01E-44,0.696597759,0.419,0.428,3.17E-40,Enterocytes,UBALD2
SIAE,1.55E-44,0.550485754,0.266,0.22,4.86E-40,Enterocytes,SIAE
PRR15L1,1.94E-44,0.601329327,0.4,0.39,6.07E-40,Enterocytes,PRR15L
PANK31,4.48E-44,0.593299533,0.325,0.291,1.40E-39,Enterocytes,PANK3
UQCR11,4.58E-43,0.358801068,0.715,0.801,1.43E-38,Enterocytes,UQCR11
UQCR10,5.58E-43,0.380445167,0.676,0.775,1.75E-38,Enterocytes,UQCR10
CEBPG,5.02E-42,0.582672957,0.43,0.45,1.57E-37,Enterocytes,CEBPG
CTDSP2,1.13E-41,0.682508711,0.327,0.309,3.54E-37,Enterocytes,CTDSP2
LETM11,3.45E-41,0.642681987,0.299,0.271,1.08E-36,Enterocytes,LETM1
SH3RF1,5.88E-41,0.577517159,0.284,0.246,1.84E-36,Enterocytes,SH3RF1
CLDN71,7.17E-41,0.362379069,0.414,0.598,2.24E-36,Enterocytes,CLDN7
HIST1H4C1,3.83E-40,0.396222417,0.542,0.567,1.20E-35,Enterocytes,HIST1H4C
TMEM63B1,9.72E-40,0.517070198,0.251,0.208,3.05E-35,Enterocytes,TMEM63B
GLTP,2.17E-39,0.583819963,0.284,0.252,6.79E-35,Enterocytes,GLTP
USH1C2,5.53E-39,0.573493736,0.457,0.492,1.73E-34,Enterocytes,USH1C
TMEM120A,1.62E-38,0.62026868,0.274,0.245,5.06E-34,Enterocytes,TMEM120A
EIF4EBP21,8.46E-38,0.697145902,0.364,0.366,2.65E-33,Enterocytes,EIF4EBP2
NFKBIZ2,2.50E-37,0.54631115,0.433,0.429,7.83E-33,Enterocytes,NFKBIZ
ATG4D1,4.50E-37,0.561530507,0.251,0.214,1.41E-32,Enterocytes,ATG4D
MYO1E2,2.61E-36,0.550284724,0.311,0.281,8.17E-32,Enterocytes,MYO1E
ATP5F1A,6.29E-36,0.284542313,0.351,0.283,1.97E-31,Enterocytes,ATP5F1A
SELENOF2,7.50E-36,0.30957432,0.302,0.244,2.35E-31,Enterocytes,SELENOF
STAT61,2.11E-35,0.643387767,0.35,0.338,6.61E-31,Enterocytes,STAT6
CALCOCO2,2.88E-35,0.60128586,0.347,0.337,9.03E-31,Enterocytes,CALCOCO2
CFLAR2,4.36E-35,0.606746112,0.436,0.458,1.37E-30,Enterocytes,CFLAR
NPTN2,6.86E-35,0.542648869,0.323,0.3,2.15E-30,Enterocytes,NPTN
SLC25A5,5.39E-34,0.266615294,0.745,0.782,1.69E-29,Enterocytes,SLC25A5
SLC37A12,1.49E-33,0.584001268,0.282,0.252,4.67E-29,Enterocytes,SLC37A1
TFF11,2.35E-33,0.727118633,0.353,0.32,7.35E-29,Enterocytes,TFF1
SUN2,3.93E-33,0.518146294,0.25,0.214,1.23E-28,Enterocytes,SUN2
RNPEP,8.16E-33,0.616895,0.368,0.376,2.56E-28,Enterocytes,RNPEP
CHMP2B1,9.29E-33,0.667291566,0.44,0.488,2.91E-28,Enterocytes,CHMP2B
BOD1L11,1.53E-32,0.487077465,0.334,0.305,4.80E-28,Enterocytes,BOD1L1
ETFB,1.73E-32,0.486420764,0.55,0.628,5.44E-28,Enterocytes,ETFB
HSPA5,2.00E-32,0.376156867,0.468,0.666,6.28E-28,Enterocytes,HSPA5
TLE43,2.45E-32,0.400267566,0.29,0.247,7.69E-28,Enterocytes,TLE4
SIRT71,9.42E-32,0.616499532,0.331,0.321,2.95E-27,Enterocytes,SIRT7
ATP10B,1.66E-31,0.571636318,0.353,0.34,5.21E-27,Enterocytes,ATP10B
SPAG91,2.20E-31,0.624670559,0.389,0.399,6.88E-27,Enterocytes,SPAG9
ARF11,3.21E-31,0.350483117,0.633,0.724,1.01E-26,Enterocytes,ARF1
CHMP51,6.91E-31,0.590111439,0.461,0.52,2.17E-26,Enterocytes,CHMP5
NEDD4L2,9.71E-31,0.494270048,0.33,0.308,3.04E-26,Enterocytes,NEDD4L
ACSL51,1.93E-30,0.60105387,0.439,0.478,6.06E-26,Enterocytes,ACSL5
IRF1,3.37E-30,0.617874822,0.448,0.463,1.06E-25,Enterocytes,IRF1
HADHA,6.35E-30,0.517576398,0.483,0.542,1.99E-25,Enterocytes,HADHA
KIF1C1,3.13E-29,0.575250892,0.316,0.303,9.79E-25,Enterocytes,KIF1C
OAF,4.92E-29,0.592719721,0.297,0.285,1.54E-24,Enterocytes,OAF
CDX22,5.17E-29,0.479437212,0.452,0.461,1.62E-24,Enterocytes,CDX2
SH3GLB12,6.75E-29,0.570750617,0.44,0.48,2.12E-24,Enterocytes,SH3GLB1
KIF16B1,8.03E-29,0.544060725,0.291,0.267,2.52E-24,Enterocytes,KIF16B
YPEL33,1.36E-28,0.537920026,0.281,0.255,4.27E-24,Enterocytes,YPEL3
ZRANB21,1.77E-28,0.488108924,0.407,0.408,5.55E-24,Enterocytes,ZRANB2
XIAP,4.66E-28,0.571238665,0.356,0.358,1.46E-23,Enterocytes,XIAP
ZNF3261,4.74E-28,0.635201357,0.35,0.35,1.49E-23,Enterocytes,ZNF326
RAB1B2,1.04E-27,0.582418489,0.361,0.369,3.25E-23,Enterocytes,RAB1B
ATP5PB,2.42E-27,0.274189166,0.32,0.266,7.57E-23,Enterocytes,ATP5PB
EFNA11,3.98E-27,0.828004791,0.42,0.45,1.25E-22,Enterocytes,EFNA1
TAF10,4.79E-27,0.638600128,0.374,0.393,1.50E-22,Enterocytes,TAF10
SLC25A1,5.37E-27,0.632737424,0.392,0.414,1.68E-22,Enterocytes,SLC25A1
DDX173,5.38E-27,0.395402179,0.541,0.612,1.69E-22,Enterocytes,DDX17
PPP1CA,7.62E-27,0.441800501,0.552,0.648,2.39E-22,Enterocytes,PPP1CA
B3GNT3,8.85E-27,0.5803582,0.316,0.312,2.77E-22,Enterocytes,B3GNT3
HEBP1,3.33E-26,0.254973301,0.201,0.308,1.04E-21,Enterocytes,HEBP1
SATB23,5.33E-26,0.452024301,0.3,0.275,1.67E-21,Enterocytes,SATB2
SFXN1,1.54E-25,0.566194767,0.254,0.233,4.82E-21,Enterocytes,SFXN1
PPM1A1,3.62E-25,0.556357651,0.28,0.266,1.13E-20,Enterocytes,PPM1A
ZNF217,4.05E-25,0.545671473,0.275,0.253,1.27E-20,Enterocytes,ZNF217
LRRFIP2,8.40E-25,0.59527986,0.334,0.339,2.63E-20,Enterocytes,LRRFIP2
SDF4,1.92E-24,0.546106592,0.465,0.535,6.00E-20,Enterocytes,SDF4
NDUFB3,2.16E-24,0.444927979,0.557,0.661,6.76E-20,Enterocytes,NDUFB3
MCL1,3.82E-24,0.344271526,0.606,0.678,1.20E-19,Enterocytes,MCL1
CEP170B,4.04E-24,0.48934874,0.271,0.25,1.27E-19,Enterocytes,CEP170B
RND3,4.07E-24,0.440056824,0.492,0.527,1.27E-19,Enterocytes,RND3
LCN2,4.32E-24,0.266877975,0.448,0.601,1.35E-19,Enterocytes,LCN2
NDUFB11,1.89E-23,0.401139255,0.575,0.664,5.92E-19,Enterocytes,NDUFB1
PPP4R21,5.95E-23,0.325244119,0.262,0.387,1.86E-18,Enterocytes,PPP4R2
RAP2B1,6.40E-23,0.343235138,0.224,0.331,2.00E-18,Enterocytes,RAP2B
JAK1,1.08E-22,0.588826717,0.402,0.43,3.39E-18,Enterocytes,JAK1
NAA601,1.14E-22,0.531973187,0.264,0.248,3.56E-18,Enterocytes,NAA60
PSAP1,2.37E-22,0.375554993,0.582,0.683,7.42E-18,Enterocytes,PSAP
SQSTM12,2.55E-22,0.320550115,0.656,0.74,7.99E-18,Enterocytes,SQSTM1
CALM3,4.00E-22,0.521478453,0.496,0.575,1.25E-17,Enterocytes,CALM3
CD91,5.59E-22,0.265382247,0.742,0.79,1.75E-17,Enterocytes,CD9
KIAA20131,6.53E-22,0.576841525,0.32,0.325,2.05E-17,Enterocytes,KIAA2013
TMCO1,7.03E-22,0.590213194,0.455,0.532,2.20E-17,Enterocytes,TMCO1
SEC23A,1.09E-21,0.508367811,0.267,0.253,3.42E-17,Enterocytes,SEC23A
SRGAP11,2.46E-21,0.498031745,0.25,0.228,7.70E-17,Enterocytes,SRGAP1
FAM160A2,4.14E-21,0.47990299,0.252,0.231,1.30E-16,Enterocytes,FAM160A2
NDFIP2,5.11E-21,0.570948809,0.419,0.463,1.60E-16,Enterocytes,NDFIP2
MRPL41,7.14E-21,0.470587411,0.567,0.686,2.24E-16,Enterocytes,MRPL41
MAVS,1.29E-20,0.528217117,0.306,0.299,4.04E-16,Enterocytes,MAVS
FDX1,1.50E-20,0.251873066,0.29,0.424,4.70E-16,Enterocytes,FDX1
GLS,2.34E-20,0.310539866,0.217,0.316,7.34E-16,Enterocytes,GLS
MAL2,3.98E-20,0.406536033,0.519,0.581,1.25E-15,Enterocytes,MAL2
ARHGAP271,4.48E-20,0.570501431,0.314,0.316,1.40E-15,Enterocytes,ARHGAP27
AGR32,6.83E-20,0.271233205,0.426,0.4,2.14E-15,Enterocytes,AGR3
NCOA4,7.52E-20,0.55561416,0.315,0.32,2.36E-15,Enterocytes,NCOA4
ACTR21,1.36E-19,0.454912779,0.509,0.594,4.26E-15,Enterocytes,ACTR2
TPMT1,1.41E-19,0.540402016,0.338,0.355,4.41E-15,Enterocytes,TPMT
SLC39A51,3.03E-19,0.512224069,0.285,0.273,9.48E-15,Enterocytes,SLC39A5
MAPK6,4.10E-19,0.529431004,0.265,0.255,1.28E-14,Enterocytes,MAPK6
GTF2F1,6.52E-19,0.270257512,0.239,0.346,2.04E-14,Enterocytes,GTF2F1
FAM102A2,7.43E-19,0.555055711,0.304,0.303,2.33E-14,Enterocytes,FAM102A
DDAH21,8.77E-19,0.608687375,0.451,0.514,2.75E-14,Enterocytes,DDAH2
LMBRD11,1.62E-18,0.474303129,0.257,0.243,5.08E-14,Enterocytes,LMBRD1
EIF4E,1.99E-18,0.435715694,0.293,0.43,6.24E-14,Enterocytes,EIF4E
MAP3K112,2.27E-18,0.530781805,0.304,0.305,7.12E-14,Enterocytes,MAP3K11
LCOR2,3.76E-18,0.50377251,0.275,0.264,1.18E-13,Enterocytes,LCOR
F11R,1.09E-17,0.637601723,0.36,0.389,3.41E-13,Enterocytes,F11R
FOXO31,1.19E-17,0.269548518,0.241,0.346,3.74E-13,Enterocytes,FOXO3
DUSP6,1.37E-17,0.677769966,0.291,0.29,4.29E-13,Enterocytes,DUSP6
CDC42BPA2,2.11E-17,0.45398376,0.284,0.269,6.60E-13,Enterocytes,CDC42BPA
IFI352,2.43E-17,0.500730817,0.279,0.271,7.61E-13,Enterocytes,IFI35
TOR1AIP2,3.46E-17,0.266711304,0.225,0.324,1.09E-12,Enterocytes,TOR1AIP2
KRAS,4.61E-17,0.530921646,0.388,0.424,1.44E-12,Enterocytes,KRAS
RER1,7.17E-17,0.517399697,0.458,0.541,2.25E-12,Enterocytes,RER1
C19orf331,2.54E-16,0.545866334,0.568,0.598,7.95E-12,Enterocytes,C19orf33
TNFRSF21,3.26E-16,0.264508984,0.223,0.316,1.02E-11,Enterocytes,TNFRSF21
POLE4,3.60E-16,0.283451732,0.307,0.443,1.13E-11,Enterocytes,POLE4
C15orf481,2.20E-15,0.583284246,0.58,0.599,6.89E-11,Enterocytes,C15orf48
TAOK32,3.73E-15,0.474460497,0.365,0.391,1.17E-10,Enterocytes,TAOK3
ASH1L3,4.17E-15,0.392180396,0.396,0.415,1.31E-10,Enterocytes,ASH1L
RABL61,4.50E-15,0.490389133,0.425,0.473,1.41E-10,Enterocytes,RABL6
UBA1,5.25E-15,0.299729297,0.294,0.42,1.65E-10,Enterocytes,UBA1
DERA,5.50E-15,0.255405064,0.211,0.301,1.72E-10,Enterocytes,DERA
VEGFA1,6.70E-15,0.547530999,0.426,0.468,2.10E-10,Enterocytes,VEGFA
ASL,7.10E-15,0.49076135,0.38,0.415,2.22E-10,Enterocytes,ASL
DYNC1LI21,7.55E-15,0.543145287,0.397,0.44,2.37E-10,Enterocytes,DYNC1LI2
IST11,8.03E-15,0.53115688,0.345,0.368,2.52E-10,Enterocytes,IST1
TNIP1,8.48E-15,0.356705243,0.256,0.361,2.66E-10,Enterocytes,TNIP1
SOD1,1.04E-14,0.2693459,0.655,0.744,3.26E-10,Enterocytes,SOD1
KIAA11091,1.08E-14,0.390268009,0.253,0.234,3.38E-10,Enterocytes,KIAA1109
EPSTI1,1.34E-14,0.308224042,0.217,0.305,4.19E-10,Enterocytes,EPSTI1
GNAQ2,1.42E-14,0.4855388,0.342,0.358,4.44E-10,Enterocytes,GNAQ
CLMN1,1.56E-14,0.395458252,0.298,0.29,4.88E-10,Enterocytes,CLMN
ADAP1,2.29E-14,0.555247893,0.319,0.334,7.19E-10,Enterocytes,ADAP1
CMPK11,2.66E-14,0.400470919,0.517,0.611,8.33E-10,Enterocytes,CMPK1
MOB1A,7.05E-14,0.258684937,0.325,0.463,2.21E-09,Enterocytes,MOB1A
TES,9.87E-14,0.264051226,0.311,0.437,3.09E-09,Enterocytes,TES
IER51,1.41E-13,0.468463493,0.38,0.402,4.41E-09,Enterocytes,IER5
VASP1,1.62E-13,0.473179758,0.467,0.555,5.07E-09,Enterocytes,VASP
SCAND12,1.87E-13,0.320567244,0.618,0.731,5.85E-09,Enterocytes,SCAND1
RAB11B1,2.70E-13,0.25486843,0.313,0.44,8.47E-09,Enterocytes,RAB11B
MAP3K2,2.90E-13,0.477866421,0.296,0.302,9.09E-09,Enterocytes,MAP3K2
PSMD1,3.12E-13,0.255721609,0.254,0.352,9.76E-09,Enterocytes,PSMD1
WBP22,3.77E-13,0.272184253,0.207,0.289,1.18E-08,Enterocytes,WBP2
ECI1,4.51E-13,0.513945409,0.395,0.443,1.41E-08,Enterocytes,ECI1
KCNK11,5.20E-13,0.549008442,0.297,0.306,1.63E-08,Enterocytes,KCNK1
MAP2K3,5.55E-13,0.261679027,0.291,0.401,1.74E-08,Enterocytes,MAP2K3
NAPRT,5.64E-13,0.49159413,0.428,0.482,1.77E-08,Enterocytes,NAPRT
SIGIRR,1.15E-12,0.514588198,0.415,0.475,3.60E-08,Enterocytes,SIGIRR
JOSD1,2.23E-12,0.532274681,0.288,0.299,6.98E-08,Enterocytes,JOSD1
BAIAP2L11,3.02E-12,0.578643337,0.366,0.404,9.46E-08,Enterocytes,BAIAP2L1
SNX6,3.60E-12,0.275448666,0.316,0.439,1.13E-07,Enterocytes,SNX6
MSRB21,3.69E-12,0.254809128,0.321,0.451,1.16E-07,Enterocytes,MSRB2
FAM162A1,4.72E-12,0.45762371,0.51,0.615,1.48E-07,Enterocytes,FAM162A
PAK1,5.01E-12,0.264264958,0.224,0.308,1.57E-07,Enterocytes,PAK1
ADIRF,8.72E-12,0.503521723,0.478,0.514,2.73E-07,Enterocytes,ADIRF
CLCN3,8.79E-12,0.489081121,0.333,0.355,2.75E-07,Enterocytes,CLCN3
RAB18,1.88E-11,0.268105433,0.232,0.322,5.90E-07,Enterocytes,RAB18
NBR12,1.91E-11,0.459546411,0.3,0.31,5.99E-07,Enterocytes,NBR1
TMEM9B,2.17E-11,0.282043013,0.273,0.382,6.81E-07,Enterocytes,TMEM9B
DHCR24,2.34E-11,0.501802215,0.27,0.275,7.33E-07,Enterocytes,DHCR24
CTDSP11,5.62E-11,0.473638765,0.274,0.28,1.76E-06,Enterocytes,CTDSP1
SPR,6.10E-11,0.288315167,0.228,0.316,1.91E-06,Enterocytes,SPR
ACAP22,9.59E-11,0.426379588,0.288,0.292,3.00E-06,Enterocytes,ACAP2
RNF52,1.05E-10,0.288966408,0.295,0.41,3.29E-06,Enterocytes,RNF5
PRELID11,1.13E-10,0.296400405,0.606,0.686,3.54E-06,Enterocytes,PRELID1
CNPPD1,1.26E-10,0.481115263,0.27,0.277,3.96E-06,Enterocytes,CNPPD1
HYI1,1.46E-10,0.251139223,0.187,0.253,4.57E-06,Enterocytes,HYI
RTCB,2.13E-10,0.288453621,0.278,0.385,6.67E-06,Enterocytes,RTCB
DDT,2.83E-10,0.323404293,0.568,0.676,8.88E-06,Enterocytes,DDT
MYO61,3.57E-10,0.413499326,0.426,0.48,1.12E-05,Enterocytes,MYO6
POR,4.07E-10,0.544100504,0.317,0.346,1.27E-05,Enterocytes,POR
VPS37B1,4.76E-10,0.282106395,0.273,0.374,1.49E-05,Enterocytes,VPS37B
GGNBP2,5.20E-10,0.259151764,0.33,0.452,1.63E-05,Enterocytes,GGNBP2
FAM32A,5.35E-10,0.332663437,0.292,0.407,1.67E-05,Enterocytes,FAM32A
MED15,5.47E-10,0.296417276,0.192,0.261,1.71E-05,Enterocytes,MED15
IGF2BP22,6.30E-10,0.252180335,0.261,0.35,1.97E-05,Enterocytes,IGF2BP2
FLOT1,6.62E-10,0.272686932,0.34,0.469,2.07E-05,Enterocytes,FLOT1
CTTN2,7.64E-10,0.434526839,0.445,0.521,2.39E-05,Enterocytes,CTTN
BAD1,9.24E-10,0.535771461,0.368,0.421,2.89E-05,Enterocytes,BAD
